Id,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
2225,0.2002317499,0.06537184308,0.2173055028,0.1716129032,0.2518406072,0.08022770398,2.224034328,9.340376058,0.9225043992,0.5271516208,0.2188994307,0.2002317499,0.1637412121,0.04771371769,0.2727272727,0.9769736842,0.0234375,8.15625,8.1328125,0.08283244133,female
2941,0.2059452942,0.03671237071,0.2041325536,0.1813905133,0.2350617284,0.05367121507,1.49278874,4.796759063,0.8880065033,0.2087453597,0.1952176738,0.2059452942,0.1683310862,0.01895734597,0.2580645161,0.8552083333,0.0078125,5.0234375,5.015625,0.1818535826,female
1850,0.2063353368,0.063948841,0.226852917,0.1868200493,0.2489400164,0.06211996713,2.063404397,8.360208293,0.9060868701,0.4355483855,0.05015612161,0.2063353368,0.1386121415,0.01666666667,0.2666666667,0.1830018939,0.0546875,0.6953125,0.640625,0.1074695122,female
1242,0.174429618,0.06640753837,0.1527272727,0.1300568182,0.2326704545,0.1026136364,1.527995018,5.236955076,0.9252967651,0.5060572736,0.1447727273,0.174429618,0.1224788537,0.04705882353,0.2742857143,1.136432927,0.0234375,6.3046875,6.28125,0.08560140474,male
1562,0.1647454449,0.06162803398,0.1323989899,0.115959596,0.2290909091,0.1131313131,3.490353458,19.09177444,0.9023083125,0.3911412621,0.1194949495,0.1647454449,0.1106571579,0.0278551532,0.1754385965,0.340625,0.0048828125,0.791015625,0.7861328125,0.3523433089,male
2382,0.227773489,0.03847959912,0.2310518519,0.2094814815,0.2555259259,0.04604444444,1.637998917,4.924984828,0.8525183658,0.216792239,0.2119703704,0.227773489,0.1852894262,0.05047318612,0.2774566474,1.469308036,0.0234375,9.421875,9.3984375,0.08265051657,female
1146,0.1928966638,0.0619372287,0.1911184211,0.1344736842,0.2560526316,0.1215789474,2.578212311,10.46066409,0.8932886031,0.3983944869,0.2574342105,0.1928966638,0.1291635102,0.04701273262,0.2711864407,1.261623476,0.0234375,8.8125,8.7890625,0.09007407407,male
2289,0.2114013129,0.04460902799,0.2089230769,0.1916923077,0.2417692308,0.05007692308,1.841355969,6.2046404,0.8609251874,0.2595321412,0.1922307692,0.2114013129,0.1689637597,0.04843592331,0.2790697674,1.228365385,0.0234375,9.703125,9.6796875,0.06249590995,female
1133,0.1794962616,0.06695806813,0.1729557522,0.1357876106,0.2393628319,0.1035752212,1.221573565,4.276508766,0.9450914421,0.6086893193,0.2760353982,0.1794962616,0.138418714,0.04804804805,0.2790697674,1.474275915,0.0234375,8.578125,8.5546875,0.1553213909,male
2468,0.2107257903,0.04906017039,0.2127017544,0.1989473684,0.2352982456,0.03635087719,2.502616283,9.569447996,0.8522085817,0.2942111957,0.2058245614,0.2107257903,0.1929636441,0.04771371769,0.2774566474,0.4755345395,0.0234375,3.1640625,3.140625,0.07945566286,female
2609,0.2136890052,0.03254005058,0.2125,0.1975,0.231,0.0335,4.443848696,29.43798237,0.8064676028,0.1743562315,0.1975,0.2136890052,0.1942785924,0.04848484848,0.2774566474,0.7259765625,0.0234375,3.984375,3.9609375,0.09615384615,female
1080,0.1898736049,0.05894188903,0.1973333333,0.1397333333,0.2517333333,0.112,1.687032154,6.720520714,0.9132185292,0.3671838637,0.2576,0.1898736049,0.1114580663,0.048,0.2790697674,0.8883384146,0.0234375,3.9609375,3.9375,0.1666666667,male
2914,0.2311905442,0.03097805165,0.2340625,0.214921875,0.249375,0.034453125,1.773382907,5.099258189,0.8256625342,0.1437243798,0.243359375,0.2311905442,0.1930426128,0.05047318612,0.2790697674,0.6841216216,0.0234375,4.0078125,3.984375,0.1405042017,female
2873,0.2001424154,0.03931727349,0.2042465753,0.1913013699,0.2171917808,0.02589041096,2.681419339,10.07016513,0.839817037,0.2951631554,0.2004109589,0.2001424154,0.1653694924,0.04710500491,0.2651933702,1.233952703,0.0234375,9.9140625,9.890625,0.1069408347,female
2867,0.2131446973,0.03953584365,0.2150724638,0.1925281804,0.2403220612,0.04779388084,1.98402823,6.69666811,0.8626860725,0.2664613576,0.1920772947,0.2131446973,0.1564216174,0.048,0.2790697674,1.071354167,0.0234375,8.3203125,8.296875,0.08822251195,female
1656,0.135907894,0.08681175323,0.1592156863,0.0464379085,0.2136601307,0.1672222222,1.53765156,5.525481465,0.9671033341,0.7726442107,0.007320261438,0.135907894,0.1855476666,0.0325203252,0.2711864407,0.3055889423,0.0078125,0.90625,0.8984375,0.2699130435,female
2620,0.2360169989,0.03107309892,0.2378205128,0.2158333333,0.2589102564,0.04307692308,1.758392793,5.35818709,0.826219953,0.1086690324,0.28,0.2360169989,0.1740570654,0.04776119403,0.2774566474,2.514160156,0.234375,10.125,9.890625,0.1481798931,female
1744,0.1865940205,0.03870713483,0.1875698925,0.1683010753,0.2047311828,0.03643010753,2.277118472,7.801440087,0.8642317108,0.2775000136,0.1815483871,0.1865940205,0.1707412383,0.0367816092,0.2051282051,0.4518229167,0.1640625,5.9921875,5.828125,0.09698100012,female
2570,0.2149162828,0.03565670137,0.2091202873,0.1960502693,0.2422980251,0.04624775583,2.805092471,13.01361516,0.8357778562,0.202869973,0.1985637343,0.2149162828,0.1912970132,0.05627198124,0.2790697674,1.974451014,0.0234375,10.2421875,10.21875,0.08572247706,female
889,0.1942481342,0.06610770711,0.2031521739,0.1342934783,0.2598369565,0.1255434783,2.570418233,11.5881981,0.9130407629,0.4722650588,0.2628804348,0.1942481342,0.1467461737,0.04692082111,0.2790697674,1.350398936,0.0234375,9.46875,9.4453125,0.1153543545,male
1940,0.1734510649,0.07193947134,0.175941704,0.1407847534,0.2324439462,0.09165919283,4.432652252,60.95324128,0.9395832684,0.5597296614,0,0.1734510649,0.1477708693,0.0157635468,0.2461538462,0.1535456731,0.0078125,0.4453125,0.4375,0.2008928571,female
2615,0.2352710651,0.02931661753,0.2365632458,0.2231980907,0.2519331742,0.02873508353,2.141051392,7.623588237,0.8039821244,0.1246477175,0.2325536993,0.2352710651,0.1852723634,0.0487804878,0.2790697674,1.9921875,0.0234375,10.2421875,10.21875,0.1514478211,female
108,0.176685284,0.05848596313,0.161784897,0.125583524,0.2300228833,0.1044393593,1.730253106,6.672647883,0.9091129124,0.3583708824,0.1130892449,0.176685284,0.1281242064,0.01707577375,0.2666666667,0.1435546875,0.109375,0.3515625,0.2421875,0.1612903226,male
944,0.2033627563,0.06008698835,0.2274135091,0.1360790774,0.2541680395,0.1180889621,1.375515532,3.853905607,0.8775620675,0.2342467487,0.2301812191,0.2033627563,0.1315716784,0.04710500491,0.2696629213,1.019270833,0.0234375,6.28125,6.2578125,0.1288389513,male
2250,0.2245719234,0.04085041519,0.2366469428,0.201025641,0.2548717949,0.05384615385,2.086670313,7.195154178,0.8636283688,0.1743867675,0.2007495069,0.2245719234,0.1563127091,0.01588877855,0.275862069,0.2398097826,0.0078125,0.4296875,0.421875,0.2283950617,female
318,0.1550764638,0.0607551094,0.1461965491,0.103555889,0.2043810953,0.1008252063,2.569240712,12.00696859,0.9334057683,0.5422391131,0.09935483871,0.1550764638,0.1021475388,0.015625,0.2777777778,1.064675071,0.0927734375,3.159179688,3.06640625,0.4687898089,male
864,0.1767462553,0.05754434648,0.1928404669,0.1247470817,0.2102723735,0.08552529183,3.889408394,22.1038381,0.8962703281,0.4584548224,0.1955642023,0.1767462553,0.1457384974,0.05375139978,0.275862069,0.8671875,0.0234375,6.8671875,6.84375,0.1116880247,male
557,0.1354399209,0.0870483508,0.1231413613,0.06578534031,0.2138481675,0.1480628272,27.18931679,853.2774796,0.9170469612,0.6081075877,0,0.1354399209,0.1004771749,0.01731601732,0.2711864407,0.02566964286,0.0078125,0.375,0.3671875,0.05189413596,male
1289,0.1793841449,0.06714405485,0.1710788382,0.1263485477,0.2434024896,0.1170539419,1.188068757,3.763930438,0.9396122316,0.5474345072,0.1397095436,0.1793841449,0.1268266204,0.04771371769,0.2790697674,1.090507075,0.0234375,5.0625,5.0390625,0.1330232558,male
3088,0.1623360901,0.05559449025,0.1681047382,0.1595511222,0.1873067332,0.02775561097,7.151586058,68.54278819,0.875031993,0.4500971831,0.1656608479,0.1623360901,0.1490467065,0.01862197393,0.2083333333,0.1775896991,0.0732421875,0.3466796875,0.2734375,0.1016483516,female
564,0.1250465127,0.07448350611,0.1147577442,0.06494042891,0.1828117554,0.1178713264,2.096057426,13.90049827,0.9665061262,0.7528760191,0.06004765687,0.1250465127,0.0994379937,0.01709401709,0.262295082,0.7357954545,0.0234375,5.640625,5.6171875,0.1656467316,male
582,0.1665082752,0.07254776883,0.1529698253,0.1264372684,0.2420539968,0.1156167284,2.263057987,9.621681216,0.9484431807,0.6515372066,0.28,0.1665082752,0.1112855482,0.01682439537,0.231884058,0.4794921875,0.0078125,6.859375,6.8515625,0.07000540119,male
1811,0.1928168867,0.03502569506,0.191237756,0.1727871772,0.2191629564,0.04637577916,2.052242209,7.308962828,0.8662414171,0.2362682674,0.1730365093,0.1928168867,0.1694409011,0.02465331279,0.231884058,0.5505208333,0.15625,4.796875,4.640625,0.1257401602,female
897,0.1888386647,0.05905993838,0.1764189189,0.140472973,0.2492567568,0.1087837838,2.057125154,7.68505858,0.898751868,0.372921911,0.1428378378,0.1888386647,0.1406781346,0.04692082111,0.2742857143,1.051962209,0.0234375,7.3125,7.2890625,0.1090032154,male
1397,0.1924984704,0.05436051801,0.1750639854,0.1494698355,0.2451919561,0.09572212066,1.040582451,3.128003797,0.9005907811,0.2771620657,0.1617550274,0.1924984704,0.1309110418,0.04838709677,0.2742857143,0.6402439024,0.0234375,3.2578125,3.234375,0.1373095504,male
810,0.1825169299,0.06016306089,0.1840449438,0.1301685393,0.2375280899,0.1073595506,1.002362289,4.070842376,0.9326933738,0.4006878797,0.1812921348,0.1825169299,0.1157649068,0.04719764012,0.275862069,0.7049632353,0.0234375,3.75,3.7265625,0.1299790356,male
2681,0.1973407404,0.0431904725,0.1952820513,0.1622564103,0.224957265,0.0627008547,2.258127905,9.796196141,0.8724744383,0.2426996938,0.1584273504,0.1973407404,0.164759153,0.05177993528,0.2774566474,0.9923650568,0.0234375,8.1328125,8.109375,0.1025675494,female
2117,0.1871282806,0.03328448655,0.1875490909,0.1757381818,0.2022109091,0.02647272727,2.859906573,12.01587255,0.8440265415,0.2447900894,0.1751272727,0.1871282806,0.1727210427,0.01585728444,0.2580645161,0.4767795139,0.0703125,6.796875,6.7265625,0.0893645263,female
676,0.1561470381,0.06037992567,0.1478931751,0.1051038576,0.2108308605,0.105727003,3.415424535,17.5525703,0.9123322546,0.4890133286,0.1038575668,0.1561470381,0.110410356,0.01953125,0.2325581395,0.8305027174,0.0048828125,3.803710938,3.798828125,0.2090441692,male
3018,0.2162580746,0.04994562656,0.2258742066,0.2102019619,0.2436468552,0.03344489325,2.224881573,7.269165494,0.8651506012,0.2901507703,0.2211886901,0.2162580746,0.2208628145,0.1204819277,0.2631578947,0.7405598958,0.2197265625,3.999023438,3.779296875,0.2359285474,female
1714,0.2307107889,0.06312643817,0.2514605345,0.236146675,0.2612057178,0.02505904288,3.445643,16.07652559,0.8347116512,0.2496564049,0.2511124922,0.2307107889,0.22915253,0.0608365019,0.275862069,0.8807291667,0.234375,4.9921875,4.7578125,0.2051372273,female
56,0.1448584069,0.0765918167,0.1355717762,0.09060827251,0.2076155718,0.1170072993,2.797501935,29.5536466,0.9719074061,0.7636381692,0.0599513382,0.1448584069,0.1032495601,0.02127659574,0.2666666667,0.7916666667,0.0078125,4.9921875,4.984375,0.1596786834,male
1812,0.1843094036,0.04314486872,0.186984127,0.1698412698,0.2107936508,0.04095238095,2.075172267,6.904859558,0.8719904602,0.3513247057,0.1777777778,0.1843094036,0.1724235124,0.07547169811,0.2222222222,0.2365056818,0.1640625,0.5703125,0.40625,0.2683150183,female
1979,0.2123197011,0.03602195387,0.2155385401,0.1936702399,0.2316896376,0.03801939765,2.155931205,8.251552753,0.8815432618,0.2215319879,0.2285451761,0.2123197011,0.1909419418,0.03404255319,0.275862069,1.327929688,0.0078125,6.46875,6.4609375,0.2440929442,female
2144,0.1914149833,0.03720149939,0.1928089888,0.1773033708,0.2182022472,0.0408988764,2.608129083,9.758440184,0.8494024939,0.2652001629,0.18,0.1914149833,0.1687588112,0.01696712619,0.275862069,0.6186523438,0.046875,6.96875,6.921875,0.07616689725,female
1090,0.2003513803,0.05885527916,0.2219124797,0.1388654781,0.2518638574,0.1129983793,2.012337415,7.724103579,0.9055127308,0.32026654,0.2577633712,0.2003513803,0.1220726172,0.04724409449,0.2774566474,1.1171875,0.0234375,8.0859375,8.0625,0.1238866898,male
468,0.1811914686,0.0490230907,0.1706555091,0.1442956764,0.2272803347,0.0829846583,1.486376369,5.063168129,0.9135094288,0.1616007202,0.2409483961,0.1811914686,0.1118426826,0.01604814443,0.2424242424,0.9601814516,0.1015625,6.78125,6.6796875,0.1744303287,male
1909,0.1832005973,0.06516580415,0.1912266112,0.1586278586,0.235031185,0.0764033264,2.717303966,21.11305348,0.9268638328,0.5014167962,0,0.1832005973,0.1579695486,0.01584158416,0.275862069,0.1848958333,0.0078125,2.4375,2.4296875,0.04959188721,female
764,0.1660460944,0.05718833552,0.1773523422,0.1089205703,0.2081466395,0.09922606925,1.529904538,5.848867314,0.931908267,0.4442058552,0.1866666667,0.1660460944,0.0951053206,0.01637666325,0.262295082,0.48125,0.0078125,3.765625,3.7578125,0.1789007943,male
535,0.1456762,0.06690897628,0.1453630646,0.1167066895,0.1727387078,0.0560320183,1.928249409,6.91077607,0.9353880313,0.5643405782,0.1165465981,0.1456762,0.1209208529,0.0157635468,0.2051282051,0.360625,0.0234375,5,4.9765625,0.06279434851,male
572,0.1139983213,0.08742357928,0.1100970874,0.01993527508,0.1975404531,0.177605178,2.966549812,14.17252009,0.9533555173,0.7018519537,0.006796116505,0.1139983213,0.1068954935,0.01571709234,0.231884058,0.3665707237,0.0078125,6.8671875,6.859375,0.08190964313,male
568,0.1365449948,0.07988563284,0.1294103633,0.08638475283,0.2074568195,0.1210720667,1.349488267,5.086586797,0.9683670909,0.7627955768,0.01083978559,0.1365449948,0.1077642022,0.01612903226,0.275862069,0.328125,0.0078125,4.9453125,4.9375,0.08670886076,male
1374,0.1932824737,0.0593710166,0.2131087289,0.1415007657,0.2435528331,0.1020520674,1.804999882,6.35183163,0.9054960018,0.4053740282,0.2371209801,0.1932824737,0.1404602836,0.05005213764,0.2774566474,1.563920455,0.0234375,8.6953125,8.671875,0.1529871977,male
2481,0.1904835985,0.05864071556,0.2017988166,0.1915266272,0.2223431953,0.03081656805,3.305213852,15.41879339,0.8883881212,0.4629189895,0.1981538462,0.1904835985,0.1753321601,0.04958677686,0.275862069,1.24624399,0.0234375,11.0859375,11.0625,0.1003948382,female
1565,0.1578720348,0.06182894276,0.1355009452,0.1152110901,0.2242470069,0.1090359168,2.815772499,13.84621637,0.9314058538,0.5174597711,0.1164461248,0.1578720348,0.1137047121,0.02583979328,0.2777777778,0.3294994213,0.0830078125,0.8447265625,0.76171875,0.4255424063,male
2269,0.2275367427,0.03972389722,0.2338461538,0.2046153846,0.2580769231,0.05346153846,1.339287733,3.605845819,0.8605431088,0.1972760593,0.2611538462,0.2275367427,0.1818041609,0.04771371769,0.2790697674,1.158353365,0.0234375,9.7734375,9.75,0.06936813187,female
69,0.1850984387,0.05428944185,0.176771888,0.1464204884,0.2166289458,0.07020845742,1.60173918,5.223786332,0.9103209154,0.3580230726,0.1652650387,0.1850984387,0.1309833276,0.01616161616,0.2666666667,0.568287037,0.0078125,5.140625,5.1328125,0.09582699137,male
2778,0.1885223876,0.03489129123,0.1836768802,0.1661281337,0.2086350975,0.04250696379,2.47939319,10.25016968,0.8518093425,0.2084357384,0.1622284123,0.1885223876,0.1588271593,0.04715127701,0.2711864407,1.013327206,0.0234375,9.421875,9.3984375,0.07215656511,female
1775,0.1790099634,0.0363305978,0.1764301075,0.1649892473,0.1875698925,0.02258064516,3.358423187,14.22984273,0.8291314522,0.2609839513,0.1809462366,0.1790099634,0.1623660785,0.03669724771,0.275862069,0.9495442708,0.15625,5.875,5.71875,0.1790805417,female
436,0.1831098725,0.07092493568,0.1945132743,0.1334955752,0.2462389381,0.1127433628,1.372064516,4.554386499,0.9462172944,0.637123448,0.2437610619,0.1831098725,0.1208676915,0.03738317757,0.253968254,0.696875,0.0078125,5.8203125,5.8125,0.1053427419,male
3156,0.2018058718,0.03605709179,0.2016223404,0.1781648936,0.2278723404,0.04970744681,1.585353025,4.945634244,0.884731404,0.2279026951,0.1761170213,0.2018058718,0.1917037139,0.0327198364,0.275862069,0.59375,0.0078125,5.921875,5.9140625,0.1243829521,female
1292,0.1786131232,0.05825980413,0.1937681159,0.1212318841,0.2165942029,0.09536231884,1.68908903,6.360130892,0.9203956868,0.4503606065,0.2044202899,0.1786131232,0.1249984342,0.048,0.2711864407,1.423677885,0.0234375,5.34375,5.3203125,0.2075667271,male
208,0.149826808,0.0795810218,0.1533169049,0.09107934943,0.2207984229,0.1297190734,1.607156452,9.131402965,0.9747668559,0.7934541943,0.01752587482,0.149826808,0.1198505341,0.01716738197,0.2666666667,2.027777778,0.0078125,5.5625,5.5546875,0.3492465341,male
2175,0.1891393734,0.04128118611,0.1879943101,0.1792318634,0.2114935989,0.03226173542,3.863540623,21.6108777,0.8538055973,0.3454401026,0.1832147937,0.1891393734,0.1748588116,0.01897983393,0.2285714286,0.8023897059,0.1796875,6.6484375,6.46875,0.1998792271,female
565,0.1180124582,0.07618521654,0.09802163833,0.05409582689,0.1854404946,0.1313446677,2.309560598,12.32044459,0.9592878839,0.7127530914,0.0599381762,0.1180124582,0.1002638653,0.01584158416,0.2580645161,0.5228125,0.0078125,4.265625,4.2578125,0.1922018349,male
313,0.154383414,0.06125993272,0.1621390374,0.1005347594,0.2027807487,0.1022459893,3.503029366,17.23363183,0.8969933225,0.4682283423,0.1007486631,0.154383414,0.1030794858,0.03448275862,0.2702702703,0.4878162202,0.0048828125,0.7763671875,0.771484375,0.3224516989,male
233,0.1208826255,0.08162012303,0.1150712251,0.04427350427,0.2056125356,0.1613390313,3.457742134,26.3500262,0.9416144251,0.6317189698,0,0.1208826255,0.1159302816,0.0199252802,0.2666666667,0.2239583333,0.0078125,4.2578125,4.25,0.08959694989,male
1190,0.2079603357,0.06135295201,0.2380381471,0.1403814714,0.26626703,0.1258855586,2.571208403,10.68332405,0.8689512381,0.2741063836,0.2704632153,0.2079603357,0.1225915614,0.0469667319,0.2681564246,1.792220745,0.0234375,6.421875,6.3984375,0.1619214119,male
2243,0.1748797685,0.09050565624,0.2141176471,0.07923688394,0.2501748808,0.1709379968,1.651505322,5.561909449,0.9423967874,0.6506598085,0.2751033386,0.1748797685,0.2050496844,0.0367816092,0.275862069,1.05,0.0234375,4.6328125,4.609375,0.2903954802,female
1483,0.152944897,0.0628632289,0.1287096774,0.1038709677,0.2095894428,0.1057184751,3.101454801,16.34720059,0.9165725969,0.5003976982,0.1081818182,0.152944897,0.1052735113,0.02312138728,0.2711864407,0.5856584821,0.0078125,4.5078125,4.5,0.1806841564,male
111,0.1737567832,0.06503872866,0.1666487936,0.1171045576,0.2412153709,0.1241108132,2.156018347,7.980531233,0.9098028029,0.4186450378,0.1266130474,0.1737567832,0.1104608192,0.01843317972,0.262295082,1.060546875,0.0078125,5.796875,5.7890625,0.1735023177,male
1283,0.1821289323,0.05826865711,0.1614306152,0.1426037196,0.2371387697,0.09453505007,2.505214748,11.75009194,0.9083340267,0.3975816149,0.1526180258,0.1821289323,0.1373267779,0.04838709677,0.2742857143,1.39359375,0.0234375,7.4296875,7.40625,0.137383049,male
2064,0.1783934019,0.05782682549,0.1936729223,0.1518856122,0.2099374441,0.05805183199,3.173107946,14.72480394,0.9102138488,0.5235542308,0.2056836461,0.1783934019,0.1743051348,0.01614530777,0.253968254,0.4366776316,0.03125,4.9453125,4.9140625,0.1187952659,female
2908,0.2217801248,0.0395911329,0.2213479053,0.1973770492,0.2560291439,0.05865209472,1.372587985,3.691284909,0.8625820095,0.2257582889,0.185136612,0.2217801248,0.140486632,0.0469667319,0.2681564246,1.088778409,0.0234375,5.3671875,5.34375,0.1508567931,female
2647,0.2075674408,0.03192007515,0.2062240664,0.1934439834,0.2294605809,0.03601659751,2.360305348,9.49702039,0.841145681,0.1966100592,0.1963485477,0.2075674408,0.1712741838,0.04776119403,0.2742857143,0.8830422794,0.0234375,4.96875,4.9453125,0.1197064669,female
976,0.1854625074,0.05877887359,0.1986171575,0.1265556978,0.2376952625,0.1111395647,1.7441324,5.913887654,0.9035666289,0.3621972667,0.1150832266,0.1854625074,0.1185644466,0.04892966361,0.2790697674,1.154296875,0.0234375,6.2109375,6.1875,0.09793052476,male
472,0.1933064494,0.05083978499,0.2162942779,0.1461035422,0.2315531335,0.08544959128,2.088316739,7.715960378,0.8896785116,0.1438100378,0.2262125341,0.1933064494,0.1271260364,0.02946593002,0.275862069,1.098557692,0.1015625,4.8203125,4.71875,0.1985099338,male
952,0.1879438084,0.06109853938,0.1886524823,0.1305673759,0.2437588652,0.1131914894,1.441852356,4.497077582,0.9006083799,0.3758380513,0.1171631206,0.1879438084,0.1298697741,0.04771371769,0.275862069,1.099158654,0.0234375,6.2578125,6.234375,0.1383458647,male
1882,0.1732497384,0.05202004295,0.1899080695,0.1590194076,0.2024923391,0.04347293156,3.149874198,15.63673222,0.892246147,0.4502624158,0.1973442288,0.1732497384,0.1502679731,0.02488335925,0.2352941176,0.1434151786,0.0078125,0.2265625,0.21875,0.3379120879,female
718,0.1479366203,0.0580775627,0.137516129,0.09867741935,0.1975806452,0.09890322581,3.946191763,21.66538682,0.8796654886,0.4065259272,0.09912903226,0.1479366203,0.09967926279,0.09174311927,0.1408450704,0.421781994,0.09765625,0.8056640625,0.7080078125,0.8334482759,male
1078,0.1940070568,0.05698268962,0.2110344828,0.1406896552,0.2390804598,0.0983908046,0.9883640158,3.435651321,0.9182269524,0.3530409771,0.228045977,0.1940070568,0.1238362698,0.04701273262,0.2727272727,1.16870777,0.0234375,5.4375,5.4140625,0.1530893349,male
801,0.1611315937,0.05832969193,0.1703013699,0.09947031963,0.1948493151,0.09537899543,2.173082276,8.419282781,0.9194436472,0.4652517626,0.09537899543,0.1611315937,0.09331340123,0.01841196778,0.2666666667,0.509375,0.0859375,3.890625,3.8046875,0.1287969978,male
1657,0.1504808183,0.09063392538,0.1912629071,0.05359809373,0.2275138999,0.1739158062,1.393871537,5.52596234,0.9584352235,0.6990341528,0.2192851469,0.1504808183,0.1827102694,0.04289544236,0.275862069,0.75625,0.0078125,4.9375,4.9296875,0.1958531432,female
3045,0.1951456849,0.04503461871,0.2020318237,0.1910648715,0.2165973072,0.02553243574,3.107891096,13.40535357,0.8523168875,0.2843843359,0.1922643819,0.1951456849,0.1867344168,0.01302083333,0.2325581395,0.4225510817,0.1953125,0.7861328125,0.5908203125,0.5088034495,female
962,0.1992173608,0.06064800235,0.2198839458,0.1375628627,0.2556286267,0.118065764,1.368588734,3.903595499,0.8872278492,0.2588214679,0.2686266925,0.1992173608,0.1187991517,0.04692082111,0.2774566474,0.9348214286,0.1875,6.0234375,5.8359375,0.08226454204,male
1089,0.195467989,0.05726026418,0.2093647913,0.1422867514,0.24646098,0.1041742287,1.760904206,6.102966085,0.9025395518,0.349811666,0.2571324864,0.195467989,0.1254931308,0.04785643071,0.2790697674,1.192116477,0.0234375,5.109375,5.0859375,0.2249286811,male
1316,0.1803789644,0.06103743653,0.2003877221,0.1185137318,0.2284329564,0.1099192246,1.340811754,4.077800967,0.9220260151,0.4956463826,0.1994830372,0.1803789644,0.1348589464,0.04752475248,0.2790697674,1.253605769,0.0234375,8.9765625,8.953125,0.09955343394,male
361,0.1555354318,0.07381521912,0.1560106383,0.101462766,0.2146542553,0.1131914894,1.920195696,7.828551523,0.9643322078,0.7539358373,0.2010638298,0.1555354318,0.1186779237,0.04507042254,0.2388059701,0.3987630208,0.0078125,1.171875,1.1640625,0.2214765101,male
135,0.1078252108,0.08040747509,0.1007905803,0.03084945332,0.1810933558,0.1502439024,2.029541637,8.709018071,0.9594680641,0.7289385768,0.01271656854,0.1078252108,0.1021139928,0.01891252955,0.2666666667,0.155859375,0.0078125,0.984375,0.9765625,0.2631111111,male
1385,0.2069992566,0.05612725732,0.2297307002,0.1553321364,0.2523518851,0.09701974865,1.54730589,5.260444084,0.8976597732,0.3088583691,0.2417953321,0.2069992566,0.147240541,0.04776119403,0.2790697674,1.065027574,0.0234375,5.109375,5.0859375,0.1816009558,male
2299,0.2196912732,0.0311925456,0.2250658858,0.1988286969,0.2410541728,0.04222547584,2.515500287,10.81952616,0.8376117773,0.154594323,0.2394143485,0.2196912732,0.1848246773,0.04743083004,0.2711864407,0.8263888889,0.0234375,5.390625,5.3671875,0.1402323474,female
2453,0.1934236003,0.06777741806,0.2150555556,0.1897777778,0.2333333333,0.04355555556,2.276577269,8.777339958,0.9057051197,0.4674443857,0.2173888889,0.1934236003,0.1818429123,0.04743083004,0.2790697674,1.494260204,0.0234375,11.0390625,11.015625,0.1209726444,female
2898,0.210882506,0.04235295329,0.2156918688,0.1905278174,0.2380599144,0.047532097,1.61417935,5.144703262,0.8851521808,0.3011159478,0.2164907275,0.210882506,0.1424298743,0.04776119403,0.2681564246,1.248728198,0.0234375,17.3203125,17.296875,0.0932324601,female
366,0.1331576312,0.07759732616,0.1125680037,0.08119870908,0.208999539,0.1278008299,2.064999748,8.825455315,0.9610659488,0.718137746,0.1120516367,0.1331576312,0.1191848386,0.02122015915,0.262295082,0.3483573718,0.0078125,4.796875,4.7890625,0.04390973355,male
2034,0.1884253303,0.04343909421,0.1911576011,0.170069735,0.2120502092,0.0419804742,2.11158376,6.948180753,0.8875144239,0.3279394369,0.1874476987,0.1884253303,0.1640095001,0.04,0.2191780822,1.474739583,0.1953125,6.03125,5.8359375,0.2945113788,female
29,0.1805278214,0.07086699807,0.1423853211,0.1295412844,0.2524770642,0.1229357798,2.799968944,12.19036052,0.8531148937,0.3134264497,0.1335779817,0.1805278214,0.1266074408,0.01703940362,0.1777777778,0.2348632813,0.0078125,0.5078125,0.5,0.3292410714,male
2645,0.2018755514,0.03300529522,0.2059234609,0.1816971714,0.2236272879,0.04193011647,1.947256389,5.863923834,0.8430560007,0.2120567727,0.224093178,0.2018755514,0.1686469645,0.04785643071,0.2637362637,0.79453125,0.0234375,8.0859375,8.0625,0.06192741367,female
22,0.1635358535,0.07244889831,0.145542522,0.1139296188,0.2274486804,0.1135190616,3.58764999,28.65378051,0.9270146783,0.5424224035,0.05994134897,0.1635358535,0.06254164386,0.01568627451,0.1975308642,0.05962171053,0.0078125,0.4453125,0.4375,0.0916988417,male
1179,0.1972734113,0.06292555891,0.1768421053,0.1391157895,0.2634947368,0.1243789474,2.249625825,8.224977316,0.8759446214,0.2940505979,0.2776421053,0.1972734113,0.1268469372,0.04771371769,0.2790697674,1.421982021,0.0234375,8.671875,8.6484375,0.07654844664,male
999,0.1902355642,0.05679318614,0.2056790123,0.1382716049,0.2367901235,0.09851851852,1.09306769,3.577716832,0.9245712927,0.3611805006,0.2257283951,0.1902355642,0.1168135382,0.04705882353,0.2774566474,1.262222782,0.140625,6.1640625,6.0234375,0.1011002281,male
1047,0.2041840747,0.05747872008,0.2269637883,0.1591086351,0.2507520891,0.09164345404,1.88496179,6.788620241,0.9051401293,0.3410539528,0.250362117,0.2041840747,0.1282391002,0.04780876494,0.2790697674,0.7180397727,0.0234375,4.2890625,4.265625,0.1418709496,male
420,0.176457058,0.07776439956,0.204635514,0.1219439252,0.2459813084,0.1240373832,1.821341545,5.604282883,0.9307952468,0.6273981208,0.2428411215,0.176457058,0.116569388,0.01990049751,0.2025316456,0.8800223214,0.125,4.953125,4.828125,0.2636295743,male
